,phish_id,url,phish_detail_url,submission_time,verified,verification_time,online,target,domain,date_acquired,status
7664,8018778,https://ogcabinins.ru/,http://www.phishtank.com/phish_detail.php?phish_id=8018778,2023-01-27T21:49:59+00:00,yes,2023-01-28T14:04:01+00:00,yes,Microsoft,ogcabinins.ru,,
7665,8018776,http://heyquecole.com,http://www.phishtank.com/phish_detail.php?phish_id=8018776,2023-01-27T21:36:05+00:00,yes,2023-01-27T21:41:49+00:00,yes,Other,heyquecole.com,,
7666,8018775,https://www.detailsame.com/,http://www.phishtank.com/phish_detail.php?phish_id=8018775,2023-01-27T21:33:48+00:00,yes,2023-01-27T21:41:50+00:00,yes,Other,www.detailsame.com,,
7668,8018766,http://kbhihcehya.duckdns.org,http://www.phishtank.com/phish_detail.php?phish_id=8018766,2023-01-27T21:03:11+00:00,yes,2023-01-27T21:03:57+00:00,yes,Apple,kbhihcehya.duckdns.org,,
7669,8018765,https://robertshepard35.wixsite.com/my-site,http://www.phishtank.com/phish_detail.php?phish_id=8018765,2023-01-27T21:02:13+00:00,yes,2023-01-27T21:03:57+00:00,yes,Other,robertshepard35.wixsite.com,,
7670,8018764,https://franciscoelias.com.ar/,http://www.phishtank.com/phish_detail.php?phish_id=8018764,2023-01-27T20:53:39+00:00,yes,2023-01-28T07:42:12+00:00,yes,Other,franciscoelias.com.ar,,
7674,8018756,https://maryhover47136.wixsite.com/dashboard,http://www.phishtank.com/phish_detail.php?phish_id=8018756,2023-01-27T20:32:05+00:00,yes,2023-01-27T20:42:19+00:00,yes,Other,maryhover47136.wixsite.com,,
7675,8018754,https://sparkasse-stan.de/de/63d2b6fb62525,http://www.phishtank.com/phish_detail.php?phish_id=8018754,2023-01-27T20:30:10+00:00,yes,2023-01-27T20:32:41+00:00,yes,Other,sparkasse-stan.de,,
7676,8018747,https://564229.portalnewsmedia.eu.org/comfrimapp.html,http://www.phishtank.com/phish_detail.php?phish_id=8018747,2023-01-27T20:16:12+00:00,yes,2023-01-27T20:22:35+00:00,yes,Facebook,564229.portalnewsmedia.eu.org,,
7677,8018744,http://reactbisitetoke.260mb.net/,http://www.phishtank.com/phish_detail.php?phish_id=8018744,2023-01-27T19:56:34+00:00,yes,2023-01-27T20:04:50+00:00,yes,Other,reactbisitetoke.260mb.net,,
7680,8018739,https://puncakeswap.tech/?msclkid=50f69d8e0d8b145ee0c0fe5a2e848e3a,http://www.phishtank.com/phish_detail.php?phish_id=8018739,2023-01-27T19:26:20+00:00,yes,2023-01-27T20:04:50+00:00,yes,Other,puncakeswap.tech,,
7682,8018737,https://bafybeidawmgytla7csncm7qqkvxbf5riu4ojkolqphz3hbdzdcaugolpne.ipfs.dweb.link/indexsee.html,http://www.phishtank.com/phish_detail.php?phish_id=8018737,2023-01-27T19:18:02+00:00,yes,2023-01-28T14:12:54+00:00,yes,Other,bafybeidawmgytla7csncm7qqkvxbf5riu4ojkolqphz3hbdzdcaugolpne.ipfs.dweb.link,,
7684,8018729,http://worrisomeperfumedanalysts.seguridadarws.repl.co/,http://www.phishtank.com/phish_detail.php?phish_id=8018729,2023-01-27T19:00:36+00:00,yes,2023-01-27T19:03:34+00:00,yes,Other,worrisomeperfumedanalysts.seguridadarws.repl.co,,
7686,8018726,https://ing.esp-clientes.co/,http://www.phishtank.com/phish_detail.php?phish_id=8018726,2023-01-27T18:47:40+00:00,yes,2023-01-28T14:04:01+00:00,yes,ING Direct,ing.esp-clientes.co,,
7687,8018725,https://www.xpiloginauthx.top/ib/,http://www.phishtank.com/phish_detail.php?phish_id=8018725,2023-01-27T18:40:16+00:00,yes,2023-01-27T18:52:05+00:00,yes,Other,www.xpiloginauthx.top,,
7688,8018721,https://online-bno-com-digital-overview.188-166-216-169.plesk.page/themes/?id=002,http://www.phishtank.com/phish_detail.php?phish_id=8018721,2023-01-27T18:29:13+00:00,yes,2023-01-27T18:52:05+00:00,yes,Other,online-bno-com-digital-overview.188-166-216-169.plesk.page,,
7692,8018694,https://yettyusdusdusd84.godaddysites.com/,http://www.phishtank.com/phish_detail.php?phish_id=8018694,2023-01-27T18:00:22+00:00,yes,2023-01-27T18:04:40+00:00,yes,Other,yettyusdusdusd84.godaddysites.com,,
7693,8018690,http://acesso-pq-coop.tk,http://www.phishtank.com/phish_detail.php?phish_id=8018690,2023-01-27T17:54:41+00:00,yes,2023-01-28T14:04:01+00:00,yes,Other,acesso-pq-coop.tk,,
7694,8018687,https://www.coopaloscred.com/,http://www.phishtank.com/phish_detail.php?phish_id=8018687,2023-01-27T17:54:32+00:00,yes,2023-01-27T21:51:47+00:00,yes,Other,www.coopaloscred.com,,
7696,8018681,http://credfoz-coop-app.apisslt.com/cfoz.jpg/,http://www.phishtank.com/phish_detail.php?phish_id=8018681,2023-01-27T17:54:13+00:00,yes,2023-01-27T18:04:40+00:00,yes,Other,credfoz-coop-app.apisslt.com,,
7697,8018679,http://coopvia-credewebtc.cf/,http://www.phishtank.com/phish_detail.php?phish_id=8018679,2023-01-27T17:54:04+00:00,yes,2023-01-27T18:04:40+00:00,yes,Other,coopvia-credewebtc.cf,,
7698,8018670,https://seeder-specificeffort-108928-89289-89289282-2928819.square.site/,http://www.phishtank.com/phish_detail.php?phish_id=8018670,2023-01-27T17:44:45+00:00,yes,2023-01-27T17:51:55+00:00,yes,Internal Revenue Service,seeder-specificeffort-108928-89289-89289282-2928819.square.site,,
7699,8018665,https://damaroequipos.cl/Bcp-Online/,http://www.phishtank.com/phish_detail.php?phish_id=8018665,2023-01-27T17:35:37+00:00,yes,2023-01-27T17:42:06+00:00,yes,Other,damaroequipos.cl,,
7700,8018663,https://evdgj8uhmq63bef83c46d72.bolags.ru/Maccounts@centrica.com,http://www.phishtank.com/phish_detail.php?phish_id=8018663,2023-01-27T17:33:36+00:00,yes,2023-02-09T09:04:18+00:00,yes,Microsoft,evdgj8uhmq63bef83c46d72.bolags.ru,,
7701,8018653,https://www-cajatrujillo.online/,http://www.phishtank.com/phish_detail.php?phish_id=8018653,2023-01-27T17:20:10+00:00,yes,2023-01-27T17:22:31+00:00,yes,Other,www-cajatrujillo.online,,
7702,8018650,http://jvudfrclbz.duckdns.org,http://www.phishtank.com/phish_detail.php?phish_id=8018650,2023-01-27T17:10:43+00:00,yes,2023-01-27T17:12:36+00:00,yes,Apple,jvudfrclbz.duckdns.org,,
7703,8018649,https://dellveryollx397.viplife.skin/?tranzakt29463,http://www.phishtank.com/phish_detail.php?phish_id=8018649,2023-01-27T17:10:12+00:00,yes,2023-01-27T18:42:19+00:00,yes,Other,dellveryollx397.viplife.skin,,
7704,8018644,https://bancaenlineabantrabgt.ebankingt2.repl.co/,http://www.phishtank.com/phish_detail.php?phish_id=8018644,2023-01-27T16:55:46+00:00,yes,2023-01-27T18:42:19+00:00,yes,Other,bancaenlineabantrabgt.ebankingt2.repl.co,,
7705,8018643,https://bantrab.inicio1212.repl.co/,http://www.phishtank.com/phish_detail.php?phish_id=8018643,2023-01-27T16:55:20+00:00,yes,2023-01-27T18:42:19+00:00,yes,Other,bantrab.inicio1212.repl.co,,
7706,8018641,https://pruebavdsf15.elvinsdfs2.repl.co,http://www.phishtank.com/phish_detail.php?phish_id=8018641,2023-01-27T16:54:55+00:00,yes,2023-01-27T18:42:19+00:00,yes,Other,pruebavdsf15.elvinsdfs2.repl.co,,
7707,8018640,https://ingreso.thutawsin.com/work/,http://www.phishtank.com/phish_detail.php?phish_id=8018640,2023-01-27T16:54:49+00:00,yes,2023-01-27T22:04:32+00:00,yes,Other,ingreso.thutawsin.com,,
7708,8018638,https://leafywhisperedinterchangeability.usuariosuspendi.repl.co/,http://www.phishtank.com/phish_detail.php?phish_id=8018638,2023-01-27T16:51:41+00:00,yes,2023-01-27T18:42:19+00:00,yes,Other,leafywhisperedinterchangeability.usuariosuspendi.repl.co,,
7709,8018637,http://everymundo-evaluateairfare.com/index/user/login?lang=en-us,http://www.phishtank.com/phish_detail.php?phish_id=8018637,2023-01-27T16:51:21+00:00,yes,2023-01-27T17:04:45+00:00,yes,Other,everymundo-evaluateairfare.com,,
7710,8018635,https://disponeahorainmediato2023.top/,http://www.phishtank.com/phish_detail.php?phish_id=8018635,2023-01-27T16:47:21+00:00,yes,2023-01-27T16:51:50+00:00,yes,Other,disponeahorainmediato2023.top,,
7711,8018633,https://wigglyburlywoodwrappergttrab.trabbankgt.repl.co/,http://www.phishtank.com/phish_detail.php?phish_id=8018633,2023-01-27T16:41:15+00:00,yes,2023-01-27T18:42:19+00:00,yes,Other,wigglyburlywoodwrappergttrab.trabbankgt.repl.co,,
7712,8018629,https://ltau24internet.88461041.repl.co/,http://www.phishtank.com/phish_detail.php?phish_id=8018629,2023-01-27T16:37:50+00:00,yes,2023-01-27T18:42:19+00:00,yes,Other,ltau24internet.88461041.repl.co,,
7714,8018622,https://technoneighboringinstance.preopraorpaw.repl.co/,http://www.phishtank.com/phish_detail.php?phish_id=8018622,2023-01-27T16:31:26+00:00,yes,2023-01-27T18:42:19+00:00,yes,Other,technoneighboringinstance.preopraorpaw.repl.co,,
7719,8018616,https://gromgtbntrabgtverift.trabgt.repl.co/,http://www.phishtank.com/phish_detail.php?phish_id=8018616,2023-01-27T16:30:28+00:00,yes,2023-01-27T18:42:19+00:00,yes,Other,gromgtbntrabgtverift.trabgt.repl.co,,
7720,8018613,https://wonderful-lamport.174-138-80-206.plesk.page/woferndoul/,http://www.phishtank.com/phish_detail.php?phish_id=8018613,2023-01-27T16:30:11+00:00,yes,2023-01-27T16:42:06+00:00,yes,Other,wonderful-lamport.174-138-80-206.plesk.page,,
7721,8018612,https://spk-abfragen.link/anmelden,http://www.phishtank.com/phish_detail.php?phish_id=8018612,2023-01-27T16:30:10+00:00,yes,2023-01-27T16:33:06+00:00,yes,Other,spk-abfragen.link,,
7723,8018608,http://a9dwibrs.dreamwp.com/home/,http://www.phishtank.com/phish_detail.php?phish_id=8018608,2023-01-27T16:30:05+00:00,yes,2023-01-27T16:33:06+00:00,yes,Other,a9dwibrs.dreamwp.com,,
7724,8018607,https://bantrabenlinea.lemieuxhazan.repl.co/,http://www.phishtank.com/phish_detail.php?phish_id=8018607,2023-01-27T16:29:34+00:00,yes,2023-01-27T18:42:19+00:00,yes,Other,bantrabenlinea.lemieuxhazan.repl.co,,
7725,8018604,https://interestingcrowdedruntimeenvironment.opreoprpoe.repl.co/,http://www.phishtank.com/phish_detail.php?phish_id=8018604,2023-01-27T16:27:57+00:00,yes,2023-01-27T18:42:19+00:00,yes,Other,interestingcrowdedruntimeenvironment.opreoprpoe.repl.co,,
7726,8018603,https://www.verify-fr-orsecure.com/,http://www.phishtank.com/phish_detail.php?phish_id=8018603,2023-01-27T16:27:47+00:00,yes,2023-01-27T16:33:06+00:00,yes,Other,www.verify-fr-orsecure.com,,
7727,8018601,https://servicetry.sviluppo.host/,http://www.phishtank.com/phish_detail.php?phish_id=8018601,2023-01-27T16:27:15+00:00,yes,2023-01-27T16:33:06+00:00,yes,Other,servicetry.sviluppo.host,,
7728,8018599,https://asel-media.com/up/auth,http://www.phishtank.com/phish_detail.php?phish_id=8018599,2023-01-27T16:27:00+00:00,yes,2023-01-27T16:33:06+00:00,yes,Other,asel-media.com,,
7729,8018598,http://cd07901.tw1.ru/httpdocs/login/ologin.php,http://www.phishtank.com/phish_detail.php?phish_id=8018598,2023-01-27T16:26:47+00:00,yes,2023-01-27T16:33:06+00:00,yes,Other,cd07901.tw1.ru,,
7730,8018592,https://bantrancesocialweb.bancebantrancoa.repl.co/,http://www.phishtank.com/phish_detail.php?phish_id=8018592,2023-01-27T16:25:37+00:00,yes,2023-01-27T18:42:19+00:00,yes,Other,bantrancesocialweb.bancebantrancoa.repl.co,,
7731,8018589,https://gleefulthoroughampersand.provkdi.repl.co/,http://www.phishtank.com/phish_detail.php?phish_id=8018589,2023-01-27T16:23:38+00:00,yes,2023-01-27T18:42:19+00:00,yes,Other,gleefulthoroughampersand.provkdi.repl.co,,
7732,8018588,https://orderlydarkbluebutton.opreoprpoe.repl.co/,http://www.phishtank.com/phish_detail.php?phish_id=8018588,2023-01-27T16:22:54+00:00,yes,2023-01-27T18:42:19+00:00,yes,Other,orderlydarkbluebutton.opreoprpoe.repl.co,,
7733,8018586,http://cm88984.tw1.ru/servpro12/,http://www.phishtank.com/phish_detail.php?phish_id=8018586,2023-01-27T16:21:02+00:00,yes,2023-01-27T16:22:56+00:00,yes,Other,cm88984.tw1.ru,,
7737,8018579,https://oraefgggherj.godaddysites.com/,http://www.phishtank.com/phish_detail.php?phish_id=8018579,2023-01-27T16:18:10+00:00,yes,2023-01-27T16:22:56+00:00,yes,Other,oraefgggherj.godaddysites.com,,
7738,8018568,http://earningfx.co/,http://www.phishtank.com/phish_detail.php?phish_id=8018568,2023-01-27T16:14:47+00:00,yes,2023-01-27T16:22:56+00:00,yes,Other,earningfx.co,,
7739,8018565,https://taisearaujo.com/math.columbia.edu/logon.php,http://www.phishtank.com/phish_detail.php?phish_id=8018565,2023-01-27T16:13:44+00:00,yes,2023-01-27T18:42:19+00:00,yes,Other,taisearaujo.com,,
7740,8018564,https://pleasantdarkorchidblockchain.ksidaoi.repl.co/,http://www.phishtank.com/phish_detail.php?phish_id=8018564,2023-01-27T16:12:14+00:00,yes,2023-01-27T18:42:19+00:00,yes,Other,pleasantdarkorchidblockchain.ksidaoi.repl.co,,
7741,8018563,http://comunicazioneappbper.com/,http://www.phishtank.com/phish_detail.php?phish_id=8018563,2023-01-27T16:12:02+00:00,yes,2023-01-27T16:22:56+00:00,yes,Other,comunicazioneappbper.com,,
7744,8018560,https://conferma-disconoscimento.com/,http://www.phishtank.com/phish_detail.php?phish_id=8018560,2023-01-27T16:09:46+00:00,yes,2023-01-27T16:12:47+00:00,yes,Other,conferma-disconoscimento.com,,
7746,8018557,https://abilitamobilesospetto.com/,http://www.phishtank.com/phish_detail.php?phish_id=8018557,2023-01-27T16:05:09+00:00,yes,2023-01-27T16:12:47+00:00,yes,Other,abilitamobilesospetto.com,,
7747,8018556,https://sonrisc.tk/registerpersonal/,http://www.phishtank.com/phish_detail.php?phish_id=8018556,2023-01-27T16:04:59+00:00,yes,2023-01-27T16:12:47+00:00,yes,Other,sonrisc.tk,,
7749,8018553,https://connessioneutentenuovodispositivo.com/,http://www.phishtank.com/phish_detail.php?phish_id=8018553,2023-01-27T16:02:20+00:00,yes,2023-01-27T16:12:47+00:00,yes,Other,connessioneutentenuovodispositivo.com,,
7750,8018551,https://ipfs.best-practice.se/ipfs/QmPLQ96owEfhMTMH5yaPHVKiPGRiygK2wZQSMq9QNhYtnw,http://www.phishtank.com/phish_detail.php?phish_id=8018551,2023-01-27T16:02:06+00:00,yes,2023-01-27T16:12:47+00:00,yes,Other,ipfs.best-practice.se,,
7751,8018549,https://mattiazambetti.com/ionoscom/#gdriscoll@jacobsdriscoll.com,http://www.phishtank.com/phish_detail.php?phish_id=8018549,2023-01-27T16:01:26+00:00,yes,2023-01-27T16:12:47+00:00,yes,Other,mattiazambetti.com,,
7752,8018548,http://dvdnmijkil.temp.swtest.ru/www.sfr.fr-login-return_url/index.html,http://www.phishtank.com/phish_detail.php?phish_id=8018548,2023-01-27T15:57:40+00:00,yes,2023-01-27T16:04:03+00:00,yes,Other,dvdnmijkil.temp.swtest.ru,,
7754,8018545,http://ewqmyablha.temp.swtest.ru/www.sfr.fr-login-return_url/index.html,http://www.phishtank.com/phish_detail.php?phish_id=8018545,2023-01-27T15:56:26+00:00,yes,2023-01-27T16:04:03+00:00,yes,Other,ewqmyablha.temp.swtest.ru,,
7755,8018542,http://laqxrnqgae.temp.swtest.ru/www.sfr.fr-login-return_url/index.html,http://www.phishtank.com/phish_detail.php?phish_id=8018542,2023-01-27T15:55:45+00:00,yes,2023-01-27T16:04:03+00:00,yes,Other,laqxrnqgae.temp.swtest.ru,,
7757,8018537,http://compte-sfr.me/,http://www.phishtank.com/phish_detail.php?phish_id=8018537,2023-01-27T15:54:17+00:00,yes,2023-01-28T14:04:01+00:00,yes,Other,compte-sfr.me,,
7761,8018531,https://gov-puesc.web.app/Podsumowanie_zwrotu_podatku?TAX=547002,http://www.phishtank.com/phish_detail.php?phish_id=8018531,2023-01-27T15:47:22+00:00,yes,2023-01-30T05:13:03+00:00,yes,Other,gov-puesc.web.app,,
7763,8018526,https://trueheartventures.com/,http://www.phishtank.com/phish_detail.php?phish_id=8018526,2023-01-27T15:42:21+00:00,yes,2023-01-27T15:51:41+00:00,yes,Other,trueheartventures.com,,
7764,8018523,https://globnewstoday.com/dynamic/leads/marketing_pl/,http://www.phishtank.com/phish_detail.php?phish_id=8018523,2023-01-27T15:40:44+00:00,yes,2023-01-30T05:13:03+00:00,yes,Other,globnewstoday.com,,
7765,8018521,http://www.chainswaper.com/,http://www.phishtank.com/phish_detail.php?phish_id=8018521,2023-01-27T15:37:28+00:00,yes,2023-01-27T23:22:35+00:00,yes,Other,www.chainswaper.com,,
7766,8018515,https://cajadeinmediacionesinteres.tasadeinnovaciones.top/,http://www.phishtank.com/phish_detail.php?phish_id=8018515,2023-01-27T15:34:29+00:00,yes,2023-01-27T15:42:08+00:00,yes,Other,cajadeinmediacionesinteres.tasadeinnovaciones.top,,
7768,8018458,http://mail.elseref.com/,http://www.phishtank.com/phish_detail.php?phish_id=8018458,2023-01-27T15:13:58+00:00,yes,2023-01-27T15:22:55+00:00,yes,Other,mail.elseref.com,,
7769,8018457,http://promosolcitalbkpersonadirectrecibe.online,http://www.phishtank.com/phish_detail.php?phish_id=8018457,2023-01-27T15:10:35+00:00,yes,2023-01-27T15:12:39+00:00,yes,Other,promosolcitalbkpersonadirectrecibe.online,,
7770,8018451,https://facilitemilhasexclusive.ojawellbil.dns.navy/bradescompleto.com.br/,http://www.phishtank.com/phish_detail.php?phish_id=8018451,2023-01-27T15:07:22+00:00,yes,2023-02-02T15:42:47+00:00,yes,Bradesco,facilitemilhasexclusive.ojawellbil.dns.navy,,
7772,8018438,https://mkjlmz.23544.repl.co/,http://www.phishtank.com/phish_detail.php?phish_id=8018438,2023-01-27T15:00:54+00:00,yes,2023-01-27T15:04:17+00:00,yes,Other,mkjlmz.23544.repl.co,,
7779,8018420,https://f-exchange.ru/,http://www.phishtank.com/phish_detail.php?phish_id=8018420,2023-01-27T14:42:58+00:00,yes,2023-01-27T14:53:01+00:00,yes,Other,f-exchange.ru,,
7780,8018416,https://bi92348347347643.654745.repl.co/,http://www.phishtank.com/phish_detail.php?phish_id=8018416,2023-01-27T14:38:28+00:00,yes,2023-01-27T14:42:50+00:00,yes,Other,bi92348347347643.654745.repl.co,,
7781,8018415,https://97483474377734.93756.repl.co/,http://www.phishtank.com/phish_detail.php?phish_id=8018415,2023-01-27T14:37:59+00:00,yes,2023-01-27T18:42:19+00:00,yes,Other,97483474377734.93756.repl.co,,
7782,8018411,https://3246934623345.83454.repl.co/,http://www.phishtank.com/phish_detail.php?phish_id=8018411,2023-01-27T14:37:26+00:00,yes,2023-01-27T14:42:50+00:00,yes,Other,3246934623345.83454.repl.co,,
7783,8018409,https://39j2h38922.8983u3hbi.repl.co/,http://www.phishtank.com/phish_detail.php?phish_id=8018409,2023-01-27T14:36:59+00:00,yes,2023-01-27T14:42:50+00:00,yes,Other,39j2h38922.8983u3hbi.repl.co,,
7784,8018408,https://3947253894654.934630.repl.co/,http://www.phishtank.com/phish_detail.php?phish_id=8018408,2023-01-27T14:36:27+00:00,yes,2023-01-27T14:42:50+00:00,yes,Other,3947253894654.934630.repl.co,,
7785,8018406,https://pocztowy24.top,http://www.phishtank.com/phish_detail.php?phish_id=8018406,2023-01-27T14:34:46+00:00,yes,2023-01-27T14:42:50+00:00,yes,Other,pocztowy24.top,,
7787,8018404,https://pocztowy24-online.xyz,http://www.phishtank.com/phish_detail.php?phish_id=8018404,2023-01-27T14:34:39+00:00,yes,2023-01-27T14:42:50+00:00,yes,Other,pocztowy24-online.xyz,,
7790,8018399,https://onlline-pocztowiy.cyou/,http://www.phishtank.com/phish_detail.php?phish_id=8018399,2023-01-27T14:33:34+00:00,yes,2023-01-27T14:42:50+00:00,yes,Other,onlline-pocztowiy.cyou,,
7791,8018398,https://desplt.repl.co/,http://www.phishtank.com/phish_detail.php?phish_id=8018398,2023-01-27T14:33:18+00:00,yes,2023-01-27T14:42:50+00:00,yes,Other,desplt.repl.co,,
7793,8018394,https://cajesullana.top,http://www.phishtank.com/phish_detail.php?phish_id=8018394,2023-01-27T14:27:43+00:00,yes,2023-01-27T14:32:38+00:00,yes,Other,cajesullana.top,,
7794,8018390,https://cairofff.com/register/,http://www.phishtank.com/phish_detail.php?phish_id=8018390,2023-01-27T14:23:45+00:00,yes,2023-01-27T14:32:38+00:00,yes,Other,cairofff.com,,
7795,8018389,https://prodotti-clienticarte.com/,http://www.phishtank.com/phish_detail.php?phish_id=8018389,2023-01-27T14:22:54+00:00,yes,2023-01-27T14:32:38+00:00,yes,Other,prodotti-clienticarte.com,,
7797,8018386,https://completa-restrizioni.com/,http://www.phishtank.com/phish_detail.php?phish_id=8018386,2023-01-27T14:21:30+00:00,yes,2023-01-27T14:32:38+00:00,yes,Other,completa-restrizioni.com,,
7799,8018381,https://sospensioneaccountweb.com/,http://www.phishtank.com/phish_detail.php?phish_id=8018381,2023-01-27T14:19:02+00:00,yes,2023-01-27T14:22:34+00:00,yes,Other,sospensioneaccountweb.com,,
7802,8018373,https://univox.com.mx/wp-content/uploads/2019/inc/9405511899223505206802/,http://www.phishtank.com/phish_detail.php?phish_id=8018373,2023-01-27T14:16:49+00:00,yes,2023-01-27T14:22:34+00:00,yes,Other,univox.com.mx,,
7804,8018364,https://wvwcajalsullana.com/,http://www.phishtank.com/phish_detail.php?phish_id=8018364,2023-01-27T14:09:47+00:00,yes,2023-01-27T14:12:50+00:00,yes,Other,wvwcajalsullana.com,,
7806,8018345,https://diepost-info-ch.deal-437127.store/get/11RP11YD24K30/,http://www.phishtank.com/phish_detail.php?phish_id=8018345,2023-01-27T13:41:30+00:00,yes,2023-01-28T12:52:05+00:00,yes,Other,diepost-info-ch.deal-437127.store,,
7807,8018344,https://recursing-napier.62-4-31-160.plesk.page/nn/,http://www.phishtank.com/phish_detail.php?phish_id=8018344,2023-01-27T13:41:25+00:00,yes,2023-01-28T13:04:49+00:00,yes,Other,recursing-napier.62-4-31-160.plesk.page,,
7808,8018343,https://delixx-s-site-0f91.thinkific.com/,http://www.phishtank.com/phish_detail.php?phish_id=8018343,2023-01-27T13:41:19+00:00,yes,2023-01-28T12:52:05+00:00,yes,Other,delixx-s-site-0f91.thinkific.com,,
7810,8018338,http://jtludnxzfh.duckdns.org,http://www.phishtank.com/phish_detail.php?phish_id=8018338,2023-01-27T13:36:04+00:00,yes,2023-01-27T13:43:04+00:00,yes,Apple,jtludnxzfh.duckdns.org,,
7812,8018323,https://semana-apenas.com/aplicativo/inicio/,http://www.phishtank.com/phish_detail.php?phish_id=8018323,2023-01-27T13:26:39+00:00,yes,2023-01-27T13:32:51+00:00,yes,Other,semana-apenas.com,,
7813,8018322,https://solicitud-aprobada.lnbkperu2023.top/,http://www.phishtank.com/phish_detail.php?phish_id=8018322,2023-01-27T13:26:09+00:00,yes,2023-01-27T13:32:51+00:00,yes,Other,solicitud-aprobada.lnbkperu2023.top,,
7814,8018313,https://smuicc-oce.icu/mobile.html#/m/login/openid.pape.max_auth_age=0&amp;openid.return_to=https%3A%2F%2Fwww.smbc.co.jp%2F%3Fref_%3Dnav_em_hd_re_signin&amp;openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&amp;openid.assoc_handle=jpflex&amp;openid.mode=checkid_setup&amp;key=a@b.c&amp;openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&amp;openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0&amp;&amp;ref_=nav_em_hd_clc_signinhttps://www.smbc.co.jp,http://www.phishtank.com/phish_detail.php?phish_id=8018313,2023-01-27T13:18:51+00:00,yes,2023-01-27T13:22:53+00:00,yes,Sumitomo Mitsui Banking Corporation,smuicc-oce.icu,,
7815,8018292,https://old.aloprint.cl/upload/design/previews/api.html,http://www.phishtank.com/phish_detail.php?phish_id=8018292,2023-01-27T13:02:02+00:00,yes,2023-01-27T13:04:41+00:00,yes,Internal Revenue Service,old.aloprint.cl,,
7816,8018291,https://profile-manage-irsusa.duckdns.org/home,http://www.phishtank.com/phish_detail.php?phish_id=8018291,2023-01-27T13:02:01+00:00,yes,2023-01-27T13:04:41+00:00,yes,Internal Revenue Service,profile-manage-irsusa.duckdns.org,,
7820,8018265,https://areamcredem.com/,http://www.phishtank.com/phish_detail.php?phish_id=8018265,2023-01-27T12:33:08+00:00,yes,2023-01-27T12:42:42+00:00,yes,Other,areamcredem.com,,
7825,8018237,https://currentlyattyahoo5.wixsite.com/at-t,http://www.phishtank.com/phish_detail.php?phish_id=8018237,2023-01-27T12:02:01+00:00,yes,2023-01-27T12:04:45+00:00,yes,Other,currentlyattyahoo5.wixsite.com,,
7826,8018236,http://birdandhowes.co/st/,http://www.phishtank.com/phish_detail.php?phish_id=8018236,2023-01-27T12:01:41+00:00,yes,2023-01-27T12:04:45+00:00,yes,Other,birdandhowes.co,,
7827,8018234,http://aruba.serviziodisupporto.com/,http://www.phishtank.com/phish_detail.php?phish_id=8018234,2023-01-27T11:59:12+00:00,yes,2023-01-27T12:04:45+00:00,yes,Other,aruba.serviziodisupporto.com,,
7828,8018230,http://nodesdatas.online,http://www.phishtank.com/phish_detail.php?phish_id=8018230,2023-01-27T11:50:49+00:00,yes,2023-01-27T12:04:45+00:00,yes,Other,nodesdatas.online,,
7829,8018226,http://resolvelink.org,http://www.phishtank.com/phish_detail.php?phish_id=8018226,2023-01-27T11:47:29+00:00,yes,2023-01-27T11:52:27+00:00,yes,Other,resolvelink.org,,
7830,8018222,https://verificheurgentimobile.com/,http://www.phishtank.com/phish_detail.php?phish_id=8018222,2023-01-27T11:38:38+00:00,yes,2023-01-27T11:42:40+00:00,yes,Other,verificheurgentimobile.com,,
7831,8018220,https://ufj-ja.post778.top/,http://www.phishtank.com/phish_detail.php?phish_id=8018220,2023-01-27T11:33:15+00:00,yes,2023-01-27T11:42:40+00:00,yes,Other,ufj-ja.post778.top,,
7832,8018219,https://753232222.xyz/vmjddusx/third/7,http://www.phishtank.com/phish_detail.php?phish_id=8018219,2023-01-27T11:31:50+00:00,yes,2023-01-27T11:42:40+00:00,yes,Other,753232222.xyz,,
7833,8018216,http://token-syncerr.com,http://www.phishtank.com/phish_detail.php?phish_id=8018216,2023-01-27T11:24:55+00:00,yes,2023-01-27T11:33:16+00:00,yes,Other,token-syncerr.com,,
7834,8018215,http://nodechainetwork.online,http://www.phishtank.com/phish_detail.php?phish_id=8018215,2023-01-27T11:24:16+00:00,yes,2023-01-27T11:33:16+00:00,yes,Other,nodechainetwork.online,,
7835,8018210,http://freerecharge.yourmobileworld.com,http://www.phishtank.com/phish_detail.php?phish_id=8018210,2023-01-27T11:19:16+00:00,yes,2023-01-27T11:23:00+00:00,yes,Other,freerecharge.yourmobileworld.com,,
7839,8018195,https://www.passion-coiffure-fougeres.fr/images/banny.php,http://www.phishtank.com/phish_detail.php?phish_id=8018195,2023-01-27T11:12:11+00:00,yes,2023-01-28T12:42:12+00:00,yes,Other,www.passion-coiffure-fougeres.fr,,
7840,8018194,https://khanenterprises.com.pk/wp-admin/maint/099/000/,http://www.phishtank.com/phish_detail.php?phish_id=8018194,2023-01-27T11:12:08+00:00,yes,2023-01-28T12:42:12+00:00,yes,Other,khanenterprises.com.pk,,
